OBJECTID,year,quarter,light_desc,light_code,county_des,county_no,muni_desc,muni_code,junction_d,junction_c,collision_,collisio_2,surf_cond_,surf_con_2,lane_code,rd_cond_de,rd_cond_co,rd_div_des,rd_div_cod,fix_obj_de,fix_obj_co,report_no,report_typ,weather_de,weather_co,acc_date,acc_time,loc_code,signal_fla,signal_f_2,c_m_zone_f,agency_cod,area_code,harm_event,harm_eve_2,harm_eve_3,harm_eve_4,rte_no,route_type,rte_suffix,log_mile,logmile_di,logmile__2,mainroad_n,distance,feet_miles,feet_mil_2,distance_d,reference_,referenc_2,referenc_3,referenc_4,latitude,longitude,crashdate,date,Field1,x,y
682,2022,Q2,,7.88,Wicomico,22,,133,Not Applicable,0,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Guardrail or Barrier,5,ZV12950005,Property Damage Crash,,6.01,20220421,6/23/2023 2:16:00 AM,,No,N,N,WICOMICO,UNK,Fixed Object,9,Fixed Object,9,1895,MU,,1.35,West,W,NAYLOR MILL RD,950,Feet,F,E,2515,MU,,SCENIC DR,38.40931,-75.59498,20220421,4/21/2022 12:00:00 AM,,-75.5949759004174,38.4093121998982
683,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2131003D,Property Damage Crash,,6.01,20220531,6/23/2023 3:38:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1430,MU,,0.2,North,N,LAKE ST,0,Feet,F,N,320,MU,,BURTON ST,38.39638,-75.62438,20220531,5/31/2022 12:00:00 AM,,-75.6243856918462,38.3963779964474
684,2022,Q2,Daylight,1,Wicomico,22,,133,,9.04,Same Movement Angle,11,Wet,1,1,No Defects,1,"Two-way, Not Divided",1,Curb,4,DE413900C4,Property Damage Crash,Raining,3,20220406,6/23/2023 9:44:00 AM,,No,N,N,SALISBURY,UNK,Parked Vehicle,2,Fixed Object,9,13,US,BU,6.17,North,N,N SALISBURY BLVD,20,Feet,F,N,1580,MU,,LONDON AVE,38.3759,-75.592,20220406,4/6/2022 12:00:00 AM,,-75.5920005860581,38.3759041638461
685,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Curb,4,DE2145001R,Property Damage Crash,,6.01,20220622,6/23/2023 9:42:00 AM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,1430,MU,,0.88,North,N,LAKE ST,0,Feet,F,N,650,MU,,COLLINS ST,38.3778,-75.6032,20220622,6/22/2022 12:00:00 AM,,-75.6031957641732,38.3777984544352
686,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Angle Meets Right Turn,12,Dry,2,0,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE31770075,Injury Crash,,7.01,20220614,6/23/2023 7:50:00 AM,,Yes,Y,N,SALISBURY,UNK,Bicycle,4,Not Applicable,0,13,US,,12.65,North,N,N SALISBURY BLVD,0,Feet,F,N,1897,MU,,E NAYLOR MILL RD,38.41009,-75.56734,20220614,6/14/2022 12:00:00 AM,,-75.5673412079304,38.4100923428874
687,2022,Q2,,6.02,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE31960014,Injury Crash,,6.01,20220511,6/23/2023 7:08:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,5.864,East,E,E SALISBURY PKWY,0,Feet,F,E,2167,MU,,PHILLIP MORRIS DR,38.36588,-75.55496,20220511,5/11/2022 12:00:00 AM,,-75.5549636713363,38.3658759577093
688,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Head On,1,Wet,1,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE3135000Q,Injury Crash,Raining,3,20220514,6/23/2023 10:38:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,1482,MU,,0.05,North,N,LIBERTY ST #2,0,Feet,F,N,1380,MU,,JOHNSON ST,38.37876,-75.58559,20220514,5/14/2022 12:00:00 AM,,-75.5855919398161,38.3787605527573
689,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Non Intersection,1,Other,88,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE6197002J,Injury Crash,,6.01,20220511,6/23/2023 9:50:00 PM,22,No,N,N,SALISBURY,UNK,Pedestrian,3,Not Applicable,0,13,US,BU,5.51,North,N,N SALISBURY BLVD,10,Feet,F,N,360,MU,,CALVERT ST,38.35564,-75.606,20220511,5/11/2022 12:00:00 AM,,-75.6059957799812,38.3556428725206
690,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Non Intersection,1,Other,88,Dry,2,1,No Defects,1,Other,88,Not Applicable,0,DE6197002K,Property Damage Crash,,6.01,20220604,6/23/2023 11:52:00 PM,22,No,N,N,SALISBURY,UNK,Parked Vehicle,2,Not Applicable,0,775,MU,,0.09,North,N,N DIVISION ST,200,Feet,F,S,50,US,BU,E SALISBURY PKWY,38.35564,-75.606,20220604,6/4/2022 12:00:00 AM,,-75.6059957799812,38.3556428725206
691,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Head On Left Turn,2,Dry,2,3,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE3135000N,Property Damage Crash,,7.01,20220505,6/23/2023 5:05:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,12,MD,,5.88,North,N,SNOW HILL RD,0,Feet,F,N,277,CO,,BEAGLIN PARK DR,38.34737,-75.58184,20220505,5/5/2022 12:00:00 AM,,-75.5818412857467,38.3473755029771
692,2022,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE21310032,Property Damage Crash,,6.01,20220404,6/23/2023 9:53:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,768,MU,,0,North,N,S DIVISION ST,1,Feet,F,N,828,MU,,EASTERN SHORE DR,38.34723,-75.59785,20220404,4/4/2022 12:00:00 AM,,-75.5978519296228,38.347230632088
693,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Both Left Turn,10,Dry,2,0,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE1164000R,Property Damage Crash,,6.01,20220404,6/23/2023 4:29:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,2.518,East,E,W SALISBURY PKWY,0,Feet,F,E,349,MD,,NANTICOKE RD,38.3696,-75.61414,20220404,4/4/2022 12:00:00 AM,,-75.6141404163471,38.3696000440069
694,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE413900CK,Injury Crash,,6.01,20220629,6/23/2023 3:53:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,630,MU,,0.49,West,W,E COLLEGE AVE,0,Feet,F,W,48,MU,,ARTHUR CT,38.37932,-75.58622,20220629,6/29/2022 12:00:00 AM,,-75.5862224374155,38.3793204940456
695,2022,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Same Direction Rear End,3,Not Applicable,0,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE21860082,Property Damage Crash,,6.01,20220417,6/23/2023 7:18:00 PM,,No,N,N,SALISBURY,UNK,Parked Vehicle,2,Not Applicable,0,960,MU,,0.09,East,E,FITZWATER ST,350,Feet,F,W,760,MU,,DELAWARE AVE,38.3639,-75.61344,20220417,4/17/2022 12:00:00 AM,,-75.6134411466915,38.3639009250876
696,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Rear End,3,Dry,2,5,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE1109003L,Injury Crash,,6.01,20220505,6/23/2023 4:14:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,,12.65,North,N,N SALISBURY BLVD,20,Feet,F,S,1897,MU,,E NAYLOR MILL RD,38.40994,-75.56747,20220505,5/5/2022 12:00:00 AM,,-75.5674636551236,38.4099408592833
697,2022,Q2,Daylight,1,Wicomico,22,,133,Not Applicable,0,Same Direction Rear End Left Turn,5,Dry,2,1,No Defects,1,Other,88,Not Applicable,0,ZV1279000Z,Property Damage Crash,,6.01,20220517,6/23/2023 3:52:00 PM,,No,N,N,WICOMICO,UNK,Other Vehicle,1,Other Vehicle,1,12,MD,,5.88,North,N,SNOW HILL RD,5,Feet,F,S,277,CO,,BEAGLIN PARK DR,38.34732,-75.58188,20220517,5/17/2022 12:00:00 AM,,-75.5818793000896,38.3473240662527
698,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4115007S,Injury Crash,,6.01,20220613,6/23/2023 8:58:00 PM,DE 8270,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,12,MD,,5.88,North,N,SNOW HILL RD,0,Feet,F,N,277,CO,,BEAGLIN PARK DR,38.34776,-75.58196,20220613,6/13/2022 12:00:00 AM,,-75.5819630152809,38.3477598732196
699,2022,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Curb,4,DE41610084,Property Damage Crash,Not Applicable,0,20220604,6/23/2023 7:54:00 PM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,2270,MU,,0.4,West,W,PRINCE ST,50,Feet,F,E,1340,MU,,JACKSON ST,38.35379,-75.58911,20220604,6/4/2022 12:00:00 AM,,-75.589111421355,38.3537856609795
700,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Divided, Unprotected (painted >4 feet) Median",3,Bridge or Overpass,1,DE1109003R,Property Damage Crash,,6.01,20220628,6/23/2023 11:13:00 AM,,Yes,Y,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,1632,MU,,0.29,East,E,E MAIN ST,10,Feet,F,E,13,US,BU,N SALISBURY BLVD,38.36407,-75.6039,20220628,6/28/2022 12:00:00 AM,,-75.6039029910302,38.3640733916737
701,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Curb,4,DE1143001T,Property Damage Crash,,6.01,20220422,6/23/2023 4:29:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Fixed Object,9,350,MD,,0.53,East,E,MT HERMON RD,0,Feet,F,E,545,MU,,CIVIC AVE,38.34898,-75.52416,20220422,4/22/2022 12:00:00 AM,,-75.5241653104807,38.3489742565567
702,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Single Vehicle,17,Dry,2,0,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Other Pole,10,DE413900C3,Property Damage Crash,,6.01,20220402,6/23/2023 3:30:00 AM,,Yes,Y,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,50,US,BU,3.871,East,E,E SALISBURY PKWY,0,Feet,F,E,2890,MU,,WARD ST,38.36737,-75.59077,20220402,4/2/2022 12:00:00 AM,,-75.5907754872989,38.3673649984959
703,2022,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Curb,4,DE1141003P,Property Damage Crash,,6.01,20220615,6/23/2023 8:15:00 AM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,631,MU,,0.76,West,W,W COLLEGE AVE,20,Feet,F,E,2490,MU,,RUSSELL AVE,38.34982,-75.61166,20220615,6/15/2022 12:00:00 AM,,-75.6116572604741,38.3498182235322
704,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Other,88,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4168002J,Injury Crash,,6.01,20220630,6/23/2023 8:15:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,6.46,North,N,N SALISBURY BLVD,0,Feet,F,N,250,MU,,BRIDGEVIEW ST,38.36449,-75.62183,20220630,6/30/2022 12:00:00 AM,,-75.6218321487347,38.3644871913309
705,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2131003C,Property Damage Crash,,6.01,20220531,6/23/2023 1:52:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1896,MU,,3.672,West,W,NAYLOR MILL RD,0,Feet,F,W,3078,MU,,WESTWOOD DR,38.39638,-75.62438,20220531,5/31/2022 12:00:00 AM,,-75.6243856918462,38.3963779964474
706,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Light Support Pole,8,DE7191006X,Property Damage Crash,,6.01,20220626,6/23/2023 12:01:00 AM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,370,MU,,0.33,South,S,CAMDEN AVE,129,Feet,F,N,1710,MU,,MARYLAND AVE,38.35967,-75.60484,20220626,6/26/2022 12:00:00 AM,,-75.6048428617087,38.3596735979582
707,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE21310036,Property Damage Crash,,6.01,20220414,6/23/2023 1:37:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,4.53,North,N,S SALISBURY BLVD,0,Feet,F,N,2600,MU,,SOUTH BLVD,38.35335,-75.59935,20220414,4/14/2022 12:00:00 AM,,-75.5993484977349,38.3533473431054
708,2022,Q2,Daylight,1,Wicomico,22,,133,Not Applicable,0,Same Direction Sideswipe,7,Dry,2,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE413900CC,Property Damage Crash,,6.01,20220523,6/23/2023 3:43:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,3.308,East,E,W SALISBURY PKWY,0,Feet,F,W,1462,MU,,LEMMON HILL LA,38.36657,-75.60099,20220523,5/23/2022 12:00:00 AM,,-75.6009940331481,38.3665642853136
709,2022,Q2,Daylight,1,Wicomico,22,,133,Not Applicable,0,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE41610081,Injury Crash,,6.01,20220521,6/23/2023 10:12:00 AM,,No,N,N,SALISBURY,UNK,Pedestrian,3,Not Applicable,0,800,MU,,0,South,S,DOVER ST,100,Feet,F,S,13,US,BU,N SALISBURY BLVD,38.35379,-75.58911,20220521,5/21/2022 12:00:00 AM,,-75.589111421355,38.3537856609795
710,2022,Q2,Daylight,1,Wicomico,22,,133,Alley,10.04,Same Direction Rear End,3,Not Applicable,0,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE51560027,Property Damage Crash,,6.01,20220511,6/23/2023 8:19:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,631,MU,,0.18,West,W,W COLLEGE AVE,100,Feet,F,E,2710,MU,,S TOWER DR,38.35464,-75.59971,20220511,5/11/2022 12:00:00 AM,,-75.5997060735764,38.3546375680693
711,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Angle Meets Right Turn,12,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,ZV1292001P,Property Damage Crash,,6.01,20220519,6/23/2023 7:31:00 AM,,Yes,Y,N,WICOMICO,UNK,Other Vehicle,1,Other Vehicle,1,630,MU,,0.86,West,W,E COLLEGE AVE,0,Feet,F,W,828,MU,,EASTERN SHORE DR,38.34806,-75.59786,20220519,5/19/2022 12:00:00 AM,,-75.5978650003694,38.3480600003688
712,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Wet,1,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE41680029,Injury Crash,Raining,3,20220514,6/23/2023 12:30:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,6.73,North,N,N SALISBURY BLVD,0,Feet,F,N,830,MU,,EDGEMORE AVE,38.38175,-75.58665,20220514,5/14/2022 12:00:00 AM,,-75.5866505335952,38.3817527500894
713,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,2,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE4161007Z,Injury Crash,,6.01,20220517,6/23/2023 6:26:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,4.295,East,E,E SALISBURY PKWY,0,Feet,F,E,2720,MU,,TRUITT ST,38.35379,-75.58911,20220517,5/17/2022 12:00:00 AM,,-75.589111421355,38.3537856609795
714,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE311100C3,Property Damage Crash,,7.01,20220520,6/23/2023 7:35:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1780,MU,,0.49,South,S,MILL ST,0,Feet,F,S,1640,MU,,W MAIN ST,38.37353,-75.51744,20220520,5/20/2022 12:00:00 AM,,-75.5174401253615,38.3735316812421
715,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Head On Left Turn,2,Dry,2,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE3196001C,Injury Crash,,6.01,20220603,6/23/2023 7:00:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,3.871,East,E,E SALISBURY PKWY,0,Feet,F,E,2890,MU,,WARD ST,38.36734,-75.59082,20220603,6/3/2022 12:00:00 AM,,-75.5908194416639,38.3673396457081
716,2022,Q2,Unknown,99,Wicomico,22,,133,Non Intersection,1,Unknown,99,Unknown,99,0,No Defects,1,"Two-way, Not Divided",1,Sign Support Pole,9,DE1181006T,Property Damage Crash,Not Applicable,0,20220611,6/23/2023 12:43:00 PM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Fixed Object,9,430,MU,,0,North,N,CATHERINE ST,30,Feet,F,S,1640,MU,,W MAIN ST,38.36712,-75.61111,20220611,6/11/2022 12:00:00 AM,,-75.6111066505514,38.3671191274458
717,2022,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Same Direction Sideswipe,7,Wet,1,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,MSP597900D5,Property Damage Crash,Raining,3,20220623,6/23/2023 8:33:00 AM,,No,N,N,MSP,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,4.53,North,N,S SALISBURY BLVD,50,Feet,F,S,2600,MU,,SOUTH BLVD,38.35337,-75.60105,20220623,6/23/2022 12:00:00 AM,,-75.6010499997577,38.3533679996335
718,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Wet,1,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE117000BS,Injury Crash,,7.01,20220515,6/23/2023 10:00:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,6.46,North,N,N SALISBURY BLVD,0,Feet,F,N,250,MU,,BRIDGEVIEW ST,38.37899,-75.59006,20220515,5/15/2022 12:00:00 AM,,-75.5900566762746,38.3789847393543
719,2022,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Same Direction Right Turn,8,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Curb,4,DE21860085,Property Damage Crash,,7.01,20220505,6/23/2023 1:46:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Fixed Object,9,3013,MU,,0,East,E,E WILLIAMS ST #2,300,Feet,F,E,775,MU,,N DIVISION ST,38.36989,-75.59749,20220505,5/5/2022 12:00:00 AM,,-75.5974873678477,38.3698902462379
720,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,MSP7218004H,Injury Crash,,6.01,20220403,6/23/2023 11:00:00 AM,,Yes,Y,N,MSP,UNK,Not Applicable,0,Not Applicable,0,349,MD,,22.21,East,E,NANTICOKE RD,0,Feet,F,E,2125,MU,,PEMBERTON DR,38.36891,-75.61635,20220403,4/3/2022 12:00:00 AM,,-75.6163467330153,38.3689114663911
721,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Other Pole,10,DE4192003Q,Injury Crash,,6.01,20220429,6/23/2023 4:49:00 AM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,346,MD,,0.51,East,E,E MAIN ST,0,Feet,F,E,825,MU,,EASTERN AVE,38.37349,-75.57421,20220429,4/29/2022 12:00:00 AM,,-75.5742128071753,38.3734934015993
722,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE31960015,Property Damage Crash,,6.01,20220520,6/23/2023 2:02:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2890,MU,,0.14,North,N,WARD ST,0,Feet,F,N,50,US,BU,E SALISBURY PKWY,38.36715,-75.59069,20220520,5/20/2022 12:00:00 AM,,-75.5906906956191,38.3671545841168
723,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,,88,DE2158008B,Property Damage Crash,,6.01,20220515,6/23/2023 5:00:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Other Conveyance,6,1331,MU,,0.74,East,E,E ISABELLA ST,75,Feet,F,W,1690,MU,,MARSHALL ST,38.37009,-75.58572,20220515,5/15/2022 12:00:00 AM,,-75.5857141441924,38.3700940497007
724,2022,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,3,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Other Pole,10,DE6133002Q,Property Damage Crash,Not Applicable,0,20220510,6/23/2023 12:02:00 PM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,50,US,BU,4.129,East,E,E SALISBURY PKWY,30,Feet,F,W,1900,MU,,NAYLOR ST,38.36836,-75.58642,20220510,5/10/2022 12:00:00 AM,,-75.5864184401589,38.3683594022647
725,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Other Pole,10,DE3177007B,Property Damage Crash,Not Applicable,0,20220629,6/23/2023 1:45:00 AM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,1897,MU,,0.3,South,S,E NAYLOR MILL RD,500,Feet,F,S,0,UU,,MILL POND LA,38.40748,-75.56258,20220629,6/29/2022 12:00:00 AM,,-75.5625861001683,38.4074825004171
726,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE41680028,Injury Crash,,7.01,20220421,6/23/2023 4:45:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,760,MU,,0.31,South,S,DELAWARE AVE,0,Feet,F,S,220,MU,,BOOTH ST,38.37747,-75.60546,20220421,4/21/2022 12:00:00 AM,,-75.6054601950319,38.3774676055456
727,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,0,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,MSP68410088,Injury Crash,Not Applicable,0,20220606,6/23/2023 12:26:00 PM,,Yes,Y,N,MSP,UNK,Other Vehicle,1,Not Applicable,0,1947,MU,,0.38,West,W,NORTH POINTE DR,0,Feet,F,W,13,US,,N SALISBURY BLVD,38.41607,-75.56655,20220606,6/6/2022 12:00:00 AM,,-75.5665519296278,38.4160744424816
728,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Head On,1,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,MSP7120004H,Property Damage Crash,,6.01,20220420,6/23/2023 1:11:00 PM,,No,N,N,MSP,UNK,Other Vehicle,1,Not Applicable,0,13,US,,12.55,North,N,N SALISBURY BLVD,0,Feet,F,N,3070,MU,,N ZION RD,38.39246,-75.57484,20220420,4/20/2022 12:00:00 AM,,-75.5748392758119,38.392456598893
729,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Not Applicable,0,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,MSP6841008D,Property Damage Crash,,6.01,20220614,6/23/2023 9:12:00 PM,,No,N,N,MSP,UNK,Parked Vehicle,2,Overturn,11,2950,MU,,1.72,East,E,WEST RD,40,Feet,F,E,544,CO,,MORRIS ST,38.42027,-75.56409,20220614,6/14/2022 12:00:00 AM,,-75.5640933333406,38.4202649999298
730,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Wet,1,3,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE2131003B,Injury Crash,Raining,3,20220511,6/23/2023 3:25:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,,12.65,North,N,N SALISBURY BLVD,0,Feet,F,N,416,CO,,NAYLOR MILL RD,38.41021,-75.56757,20220511,5/11/2022 12:00:00 AM,,-75.5675751539702,38.4102091468347
731,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Non Intersection,1,Same Direction Sideswipe,7,Wet,1,0,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,ZV12900019,Property Damage Crash,Raining,3,20220507,6/23/2023 9:20:00 PM,,No,N,N,WICOMICO,UNK,Other Vehicle,1,Not Applicable,0,765,MU,,3.59,North,N,DIVISION ST S,20,Feet,F,S,631,MU,,W COLLEGE AVE,38.34805,-75.59783,20220507,5/7/2022 12:00:00 AM,,-75.5978323999453,38.3480443998292
732,2022,Q2,Daylight,1,Wicomico,22,,133,,7.01,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,,88,DE610600C6,Property Damage Crash,,6.01,20220620,6/23/2023 4:24:00 PM,,Yes,Y,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,122,MU,,0.21,North,N,BATEMAN ST,0,Feet,F,N,0,UU,,R/R #CR 530 243 R,38.36307,-75.5948,20220620,6/20/2022 12:00:00 AM,,-75.5948017197235,38.3630704560368
